"";"Фамилия";"ДатаРазмещения";"стоимость";"Марка";"Категория";"Клиент";"СтранаПолучателя";"СтранаПоставщика";"Цена"
"1166";"Акбаев";1996-08-01;480;"Mascarpone Fabioli";"Молочные продукты";"Split Rail Beer & Ale";"США";"Италия";1440
"1167";"Бабкина";1996-08-05;400;"Mascarpone Fabioli";"Молочные продукты";"QUICK-Stop";"Германия";"Италия";1440
"1168";"Кралев";1996-10-29;160;"Mascarpone Fabioli";"Молочные продукты";"Simons bistro";"Дания";"Италия";1440
"1169";"Воронова";1996-12-13;1200;"Mascarpone Fabioli";"Молочные продукты";"Ernst Handel";"Австрия";"Италия";1440
"1170";"Бабкина";1997-01-10;980;"Mascarpone Fabioli";"Молочные продукты";"Bottom-Dollar Markets";"Канада";"Италия";1440
"1171";"Новиков";1997-01-14;1000;"Mascarpone Fabioli";"Молочные продукты";"Familia Arquibaldo";"Бразилия";"Италия";1440
"1172";"Бабкина";1997-01-15;400;"Mascarpone Fabioli";"Молочные продукты";"Hungry Coyote Import Store";"США";"Италия";1440
"1173";"Воронова";1997-02-21;319,999998807907;"Mascarpone Fabioli";"Молочные продукты";"La maison d'Asie";"Франция";"Италия";1440
"1174";"Белова";1997-03-13;240;"Mascarpone Fabioli";"Молочные продукты";"Island Trading";"Великобритания";"Италия";1440
"1175";"Новиков";1997-04-23;339,999997615814;"Mascarpone Fabioli";"Молочные продукты";"QUICK-Stop";"Германия";"Италия";1440
"1176";"Акбаев";1997-05-06;159,999999403954;"Mascarpone Fabioli";"Молочные продукты";"Great Lakes Food Market";"США";"Италия";1440
"1177";"Бабкина";1997-05-14;750;"Mascarpone Fabioli";"Молочные продукты";"Lehmanns Marktstand";"Германия";"Италия";1440
"1178";"Акбаев";1997-05-16;375;"Mascarpone Fabioli";"Молочные продукты";"B's Beverages";"Великобритания";"Италия";1440
"1179";"Белова";1997-06-09;449,999999254942;"Mascarpone Fabioli";"Молочные продукты";"Reggiani Caseifici";"Италия";"Италия";1440
"1180";"Воронова";1997-06-19;350;"Mascarpone Fabioli";"Молочные продукты";"Trail's Head Gourmet Provisioners";"США";"Италия";1440
"1181";"Кротов";1997-07-22;350;"Mascarpone Fabioli";"Молочные продукты";"Save-a-lot Markets";"США";"Италия";1440
"1182";"Крылова";1997-08-14;474,999999627471;"Mascarpone Fabioli";"Молочные продукты";"Die Wandernde Kuh";"Германия";"Италия";1440
"1183";"Кралев";1997-09-22;169,999998807907;"Mascarpone Fabioli";"Молочные продукты";"Antonio Moreno Taqueria";"Мексика";"Италия";1440
"1184";"Кралев";1997-09-23;750;"Mascarpone Fabioli";"Молочные продукты";"Save-a-lot Markets";"США";"Италия";1440
"1185";"Бабкина";1997-09-25;750;"Mascarpone Fabioli";"Молочные продукты";"Antonio Moreno Taqueria";"Мексика";"Италия";1440
"1186";"Новиков";1998-01-05;400;"Mascarpone Fabioli";"Молочные продукты";"Save-a-lot Markets";"США";"Италия";1440
"1187";"Белова";1998-01-23;84,9999994039536;"Mascarpone Fabioli";"Молочные продукты";"Victuailles en stock";"Франция";"Италия";1440
"1188";"Воронова";1998-01-30;875;"Mascarpone Fabioli";"Молочные продукты";"White Clover Markets";"США";"Италия";1440
"1189";"Воронова";1998-02-26;750;"Mascarpone Fabioli";"Молочные продукты";"Queen Cozinha";"Бразилия";"Италия";1440
"1190";"Новиков";1998-02-27;750;"Mascarpone Fabioli";"Молочные продукты";"Tortuga Restaurante";"Мексика";"Италия";1440
"1191";"Ясенева";1998-03-16;356,249999720603;"Mascarpone Fabioli";"Молочные продукты";"Richter Supermarkt";"Швейцария";"Италия";1440
"1192";"Воронова";1998-03-24;175;"Mascarpone Fabioli";"Молочные продукты";"La corne d'abondance";"Франция";"Италия";1440
"1193";"Воронова";1998-04-15;750;"Mascarpone Fabioli";"Молочные продукты";"Eastern Connection";"Великобритания";"Италия";1440
"1194";"Акбаев";1998-04-23;375;"Mascarpone Fabioli";"Молочные продукты";"Bottom-Dollar Markets";"Канада";"Италия";1440
"1195";"Крылова";1998-04-28;250;"Mascarpone Fabioli";"Молочные продукты";"Cactus Comidas para llevar";"Аргентина";"Италия";1440
"1196";"Крылова";1996-08-22;2240;"Geitost";"Молочные продукты";"Ricardo Adocicados";"Бразилия";"Норвегия";112,5
"1197";"Воронова";1996-09-26;1568;"Geitost";"Молочные продукты";"Island Trading";"Великобритания";"Норвегия";112,5
"1198";"Кротов";1996-11-20;1063,99999916553;"Geitost";"Молочные продукты";"La maison d'Asie";"Франция";"Норвегия";112,5
"1199";"Кралев";1996-11-28;4032;"Geitost";"Молочные продукты";"Vaffeljernet";"Дания";"Норвегия";112,5
"1200";"Ясенева";1996-12-18;1120;"Geitost";"Молочные продукты";"Familia Arquibaldo";"Бразилия";"Норвегия";112,5
"1201";"Бабкина";1997-02-06;1791,99999332428;"Geitost";"Молочные продукты";"Toms Spezialitaten";"Германия";"Норвегия";112,5
"1202";"Кралев";1997-03-24;3723,99999707937;"Geitost";"Молочные продукты";"White Clover Markets";"США";"Норвегия";112,5
"1203";"Бабкина";1997-05-26;1050;"Geitost";"Молочные продукты";"Toms Spezialitaten";"Германия";"Норвегия";112,5
"1204";"Кралев";1997-06-19;5600;"Geitost";"Молочные продукты";"Antonio Moreno Taqueria";"Мексика";"Норвегия";112,5
"1205";"Воронова";1997-10-01;1960;"Geitost";"Молочные продукты";"Vaffeljernet";"Дания";"Норвегия";112,5
"1206";"Бабкина";1997-10-10;1343,99999499321;"Geitost";"Молочные продукты";"Save-a-lot Markets";"США";"Норвегия";112,5
"1207";"Акбаев";1997-11-27;4200;"Geitost";"Молочные продукты";"Save-a-lot Markets";"США";"Норвегия";112,5
"1208";"Новиков";1997-12-30;1400;"Geitost";"Молочные продукты";"The Big Cheese";"США";"Норвегия";112,5
"1209";"Кралев";1998-02-16;1400;"Geitost";"Молочные продукты";"Du monde entier";"Франция";"Норвегия";112,5
"1210";"Кралев";1998-03-10;2800;"Geitost";"Молочные продукты";"Cactus Comidas para llevar";"Аргентина";"Норвегия";112,5
"1211";"Новиков";1998-04-01;7139,9999499321;"Geitost";"Молочные продукты";"Ernst Handel";"Австрия";"Норвегия";112,5
"1212";"Кралев";1998-04-08;11969,9999906123;"Geitost";"Молочные продукты";"Ernst Handel";"Австрия";"Норвегия";112,5
"1213";"Бабкина";1998-04-30;4200;"Geitost";"Молочные продукты";"Hungry Owl All-Night Grocers";"Ирландия";"Норвегия";112,5
"1214";"Кралев";1998-05-01;4900;"Geitost";"Молочные продукты";"White Clover Markets";"США";"Норвегия";112,5
"1215";"Воронова";1996-07-09;10880;"Raclette Courdavault";"Молочные продукты";"Supremes delices";"Бельгия";"Франция";2475
"1216";"Бабкина";1996-08-16;9520;"Raclette Courdavault";"Молочные продукты";"LILA-Supermercado";"Венесуэлла";"Франция";2475
"1217";"Воронова";1996-08-19;4080;"Raclette Courdavault";"Молочные продукты";"Lehmanns Marktstand";"Германия";"Франция";2475
"1218";"Воронова";1996-08-30;5712;"Raclette Courdavault";"Молочные продукты";"Rattlesnake Canyon Grocery";"США";"Франция";2475
"1219";"Белова";1996-11-19;1740,79999351501;"Raclette Courdavault";"Молочные продукты";"LILA-Supermercado";"Венесуэлла";"Франция";2475
"1220";"Кротов";1996-11-21;20671,9999837875;"Raclette Courdavault";"Молочные продукты";"Seven Seas Imports";"Великобритания";"Франция";2475
"1221";"Белова";1996-11-22;13463,9999777079;"Raclette Courdavault";"Молочные продукты";"QUICK-Stop";"Германия";"Франция";2475
"1222";"Кротов";1996-12-04;14280;"Raclette Courdavault";"Молочные продукты";"Queen Cozinha";"Бразилия";"Франция";2475
"1223";"Крылова";1996-12-12;1468,79999756813;"Raclette Courdavault";"Молочные продукты";"Hungry Owl All-Night Grocers";"Ирландия";"Франция";2475
"1224";"Бабкина";1996-12-16;4080;"Raclette Courdavault";"Молочные продукты";"Berglunds snabbkop";"Швеция";"Франция";2475
"1225";"Белова";1996-12-17;4351,99998378754;"Raclette Courdavault";"Молочные продукты";"Split Rail Beer & Ale";"США";"Франция";2475
"1226";"Воронова";1997-01-20;15503,9999878407;"Raclette Courdavault";"Молочные продукты";"Richter Supermarkt";"Швейцария";"Франция";2475
"1227";"Воронова";1997-03-04;5440;"Raclette Courdavault";"Молочные продукты";"Furia Bacalhau e Frutos do Mar";"Португалия";"Франция";2475
"1228";"Крылова";1997-03-20;10880;"Raclette Courdavault";"Молочные продукты";"Ricardo Adocicados";"Бразилия";"Франция";2475
"1229";"Кралев";1997-04-21;3467,9999756813;"Raclette Courdavault";"Молочные продукты";"Familia Arquibaldo";"Бразилия";"Франция";2475
"1230";"Новиков";1997-04-23;24275,9998297691;"Raclette Courdavault";"Молочные продукты";"QUICK-Stop";"Германия";"Франция";2475
"1231";"Акбаев";1997-04-28;3229,9999974668;"Raclette Courdavault";"Молочные продукты";"Chop-suey Chinese";"Швейцария";"Франция";2475
"1232";"Бабкина";1997-05-14;8925;"Raclette Courdavault";"Молочные продукты";"Lehmanns Marktstand";"Германия";"Франция";2475
"1233";"Новиков";1997-06-30;6935,99995136261;"Raclette Courdavault";"Молочные продукты";"Wartian Herkku";"Финляндия";"Франция";2475
"1234";"Белова";1997-07-21;22609,9999822676;"Raclette Courdavault";"Молочные продукты";"Mere Paillarde";"Канада";"Франция";2475
"1235";"Акбаев";1997-07-25;5100;"Raclette Courdavault";"Молочные продукты";"Wolski  Zajazd";"Польша";"Франция";2475
"1236";"Белова";1997-07-28;13600;"Raclette Courdavault";"Молочные продукты";"Save-a-lot Markets";"США";"Франция";2475
"1237";"Бабкина";1997-08-08;3400;"Raclette Courdavault";"Молочные продукты";"Ana Trujillo Emparelados";"Мексика";"Франция";2475
"1238";"Белова";1997-08-11;6800;"Raclette Courdavault";"Молочные продукты";"Berglunds snabbkop";"Швеция";"Франция";2475
"1239";"Белова";1997-09-02;6119,99998986721;"Raclette Courdavault";"Молочные продукты";"Frankenversand";"Германия";"Франция";2475
"1240";"Новиков";1997-09-04;10200;"Raclette Courdavault";"Молочные продукты";"Save-a-lot Markets";"США";"Франция";2475
"1241";"Воронова";1997-09-05;17764,9999860674;"Raclette Courdavault";"Молочные продукты";"QUICK-Stop";"Германия";"Франция";2475
